row,asset,helm_catalog_id,family,description,s52_instruction,s52_asset_kind,s57_object_class,s57_lookup_id,s57_rcid,s57_conditions,art_state,visual_approval,chart1_evidence_status,chart1_gate_status,chart1_crop_id,chart1_pages,chart1_verdict,chart1_reason_codes,s101_coverage,s101_symbol_id,s101_symbol_file,s101_feature_rule,s101_license_status,commons_pd_candidate_count,commons_candidate_titles,chart1_mappings_int1_refs,canonical_symbol_ids,canonical_paths,next_action,forbidden_sources
108,BOYCAN74,BOYLAT_BOYCAN74_1892,buoy_beacon_marks,"can buoy,lateral-rw,full-chart","SY(BOYCAN74);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1892,30169,"BOYSHP2; COLOUR3,1,3,1,3",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
109,BOYCAN75,BOYSPP_BOYCAN75_1950,buoy_beacon_marks,"can buoy,lateral rg,full-chart","SY(BOYCAN75);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",symbol,BOYSPP,1950,93959,"BOYSHP2; COLOUR3,4; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
110,BOYCAN76,BOYISD_BOYCAN76_1867,buoy_beacon_marks,"can buoy,isolated danger brb,full-chart","SY(BOYCAN76);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYISD,1867,30148,"BOYSHP2; COLOUR2,3,2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,IsolatedDangerBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
111,BOYCAN77,BOYSPP_BOYCAN77_1944,buoy_beacon_marks,"can buoy,lateral white/orange,full-chart","SY(BOYCAN77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1944,30218,"BOYSHP2; COLOUR1,11; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
112,BOYCAN78,BOYSPP_BOYCAN78_1942,buoy_beacon_marks,"can buoy,lateral wow,full-chart","SY(BOYCAN78);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1942,30216,"BOYSHP2; COLOUR1,11,1; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
113,BOYCAN79,BOYSPP_BOYCAN79_1962,buoy_beacon_marks,"can buoy,orange,full-chart","SY(BOYCAN79);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1962,30234,BOYSHP2; COLOUR11,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
114,BOYCAN80,BOYSPP_BOYCAN80_1949,buoy_beacon_marks,"can buoy,red-white,full-chart","SY(BOYCAN80);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",symbol,BOYSPP,1949,30223,"BOYSHP2; COLOUR3,1; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
115,BOYCAN81,BOYSPP_BOYCAN81_1945,buoy_beacon_marks,"can buoy,lateral white/orange,full-chart","SY(BOYCAN81);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1945,30219,"BOYSHP2; COLOUR11,1; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
116,BOYCAN82,BOYLAT_BOYCAN82_1880,buoy_beacon_marks,"can buoy,lateral-rw,full-chart","SY(BOYCAN82);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1880,93823,"BOYSHP2; CATLAM7; COLOUR3,1,3,1,3",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
117,BOYCAN83,BOYLAT_BOYCAN83_1881,buoy_beacon_marks,"can buoy,lateral-rw,full-chart","SY(BOYCAN83);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1881,93816,"BOYSHP2; CATLAM7; COLOUR3,1,3,1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_can_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
118,BOYCAR01,BOYCAR_BOYCAR01_1022,buoy_beacon_marks,"cardinal buoy, north, simplified","SY(BOYCAR01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1022,31074,CATCAM1,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,cardinal_marks,97,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYCAR01,PortrayalCatalog/Symbols/BOYCAR01.svg,CardinalBuoy,license_pending_reference,1,File:NChart ECDIS Cardinal simple Buoy N.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
119,BOYCAR02,BOYCAR_BOYCAR02_1023,buoy_beacon_marks,"cardinal buoy, east, simplified","SY(BOYCAR02);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1023,31075,CATCAM2,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,cardinal_marks,97,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYCAR02,PortrayalCatalog/Symbols/BOYCAR02.svg,CardinalBuoy,license_pending_reference,1,File:NChart ECDIS Cardinal simple Buoy E.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
120,BOYCAR03,BOYCAR_BOYCAR03_1024,buoy_beacon_marks,"cardinal buoy, south, simplified","SY(BOYCAR03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1024,31076,CATCAM3,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,cardinal_marks,97,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYCAR03,PortrayalCatalog/Symbols/BOYCAR03.svg,CardinalBuoy,license_pending_reference,1,File:NChart ECDIS Cardinal simple Buoy S.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
121,BOYCAR04,BOYCAR_BOYCAR04_1025,buoy_beacon_marks,"cardinal buoy, west, simplified","SY(BOYCAR04);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1025,31077,CATCAM4,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,cardinal_marks,97,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYCAR04,PortrayalCatalog/Symbols/BOYCAR04.svg,CardinalBuoy,license_pending_reference,1,File:NChart ECDIS Cardinal simple Buoy W.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
122,BOYCON01,BOYCAR_BOYCON01_1853,buoy_beacon_marks,"conical buoy, general, full-chart","SY(BOYCON01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1853,30135,BOYSHP1,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYCON01,PortrayalCatalog/Symbols/BOYCON01.svg,CardinalBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
123,BOYCON60,BOYLAT_BOYCON60_1904,buoy_beacon_marks,"conical buoy,lateral-red,full-chart","SY(BOYCON60);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1904,30181,BOYSHP1; COLOUR3,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
124,BOYCON61,BOYLAT_BOYCON61_1905,buoy_beacon_marks,"conical buoy,lateral-green,full-chart","SY(BOYCON61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1905,30182,BOYSHP1; COLOUR4,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
125,BOYCON62,BOYLAT_BOYCON62_1906,buoy_beacon_marks,"conical buoy,yellow,paper-chart","SY(BOYCON62);TX(OBJNAM,2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1906,30183,BOYSHP1; COLOUR6,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
126,BOYCON63,BOYISD_BOYCON63_1866,buoy_beacon_marks,"conical buoy,lateral-balck-red-black,full-chart","SY(BOYCON63);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYISD,1866,30147,BOYSHP1; COLOUR2.3.2,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,IsolatedDangerBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
127,BOYCON64,BOYLAT_BOYCON64_1903,buoy_beacon_marks,"conical buoy,black,paper-chart","SY(BOYCON64);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1903,30180,BOYSHP1; COLOUR2,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
128,BOYCON65,BOYSPP_BOYCON65_1939,buoy_beacon_marks,"conical buoy,green-white,full-chart","SY(BOYCON65);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1939,93898,"BOYSHP1; COLOUR4,1,4,1,4; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
129,BOYCON66,BOYLAT_BOYCON66_1882,buoy_beacon_marks,"conical buoy,lateral-rgr,full-chart","SY(BOYCON66);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1882,30161,"BOYSHP1; COLOUR3,4,3; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
130,BOYCON67,boylat_BOYCON67_2988,ugly_attribute_edges,"conical buoy,lateral-grg,full-chart","SY(BOYCON67);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,2988,3063005,"BOYSHP1; COLOUR4,3,4; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
131,BOYCON68,BOYLAT_BOYCON68_1899,buoy_beacon_marks,"conical buoy,lateral-gr,full-chart","SY(BOYCON68);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1899,30176,"BOYSHP1; COLOUR4,3",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
132,BOYCON69,BOYCAR_BOYCON69_1835,buoy_beacon_marks,"conical buoy,cardinal-north-by,full-chart","SY(BOYCON69);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1835,30117,"BOYSHP1; COLOUR2,6",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,CardinalBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
133,BOYCON70,BOYCAR_BOYCON70_1836,buoy_beacon_marks,"conical buoy,cardinal-south-yb,full-chart","SY(BOYCON70);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1836,30118,"BOYSHP1; COLOUR6,2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,CardinalBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
134,BOYCON71,BOYCAR_BOYCON71_1825,buoy_beacon_marks,"conical buoy,cardinal-east-byb,full-chart","SY(BOYCON71);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1825,30107,"BOYSHP1; COLOUR2,6,2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,CardinalBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
135,BOYCON72,BOYCAR_BOYCON72_1826,buoy_beacon_marks,"conical buoy,cardinal-west-yby,full-chart","SY(BOYCON72);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1826,30108,"BOYSHP1; COLOUR6,2,6",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,CardinalBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
136,BOYCON73,BOYSPP_BOYCON73_1948,buoy_beacon_marks,"conical buoy,gw,full-chart","SY(BOYCON73);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1948,30222,"BOYSHP1; COLOUR4,1; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
137,BOYCON74,boylat_BOYCON74_2546,ugly_attribute_edges,"conical buoy,gw,full-chart","SY(BOYCON74);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,2546,93813,"BOYSHP1; catlam8; COLOUR4,1,4,1,4",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
138,BOYCON77,BOYISD_BOYCON77_1865,buoy_beacon_marks,"conical buoy,lateral-wo,full-chart","SY(BOYCON77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYISD,1865,93803,"BOYSHP1; COLPAT1; COLOUR1,11",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,IsolatedDangerBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
139,BOYCON78,boylat_BOYCON78_2549,ugly_attribute_edges,"conical buoy,lateral-rw,full-chart","SY(BOYCON78);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,2549,30617,"BOYSHP1; COLOUR3,1; COLPAT2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
