symbol_name,prefix,symbol_id,reference_number,pdf_page,section,symbol_explanation,lookup_tables_affected,called_by_csp,pivot_column,pivot_row,bbox_width,bbox_height,symbol_colours,pattern_type,pattern_spacing,minimum_distance,maximum_distance,comments,s57_tokens,int1_refs,parse_warnings
SY(DANGER01),SY,DANGER01,98,101,point_and_centered_area_symbols,underwater hazard with a defined depth,N/A,"CSP OBSTRN07 Continuation A,; CSP WRECKS05 Continuation A",3.95,3.18,8.0,6.32,DEPVS; CHBLK,,,,,Dot diameter 0.3 mm; 20 dots around the ellipse,OBSTRN; UWTROC; WRECKS,I 4; K 41; K 1; K 13; O 27; K 26,
SY(DANGER02),SY,DANGER02,99,102,point_and_centered_area_symbols,underwater hazard with depth greater than 20 metres,N/A,"CSP OBSTRN07 Continuation A,; CSP WRECKS05 Continuation A",4.05,3.28,8.0,6.28,CHBLK,,,,,Dot diameter 0.3 mm; 20 dots around the ellipse,OBSTRN; UWTROC; WRECKS,I 2; K 41; L 20; Q 42; K 11; K 14.2; O 27; K 26; K 27,
SY(DANGER03),SY,DANGER03,525,103,point_and_centered_area_symbols,underwater hazard which covers and uncovers,N/A,CSP OBSTRN07 Continuation A,3.95,3.18,8.0,6.32,DEPIT; CHBLK,,,,,Dot diameter 0.3 mm; 20 dots around the ellipse,UWTROC,K 11,
SY(DAYSQR01),SY,DAYSQR01,100,104,point_and_centered_area_symbols,"square or rectangular day mark, simplified",simplified point symbols,,2.04,3.99,4.01,5.83,CHMGD,,,,,Line weight 0.3 mm; point diameter 1.3 mm,DAYMAR,Q 101,
SY(DAYSQR21),SY,DAYSQR21,101,105,point_and_centered_area_symbols,"square or rectangular day mark, paper chart",paper chart point symbols,,1.98,6.2,4.01,6.83,CHMGD,,,,,Line weight 0.3 mm; circle diameter 1.3 mm,DAYMAR,Q 101,
SY(DAYTRI01),SY,DAYTRI01,102,106,point_and_centered_area_symbols,"triangular day mark, point up, simplified",simplified point symbols,,2.49,4.01,5.0,6.01,CHMGD,,,,,Line weight 0.3 mm; point diameter 1.3 mm,DAYMAR,Q 101,
SY(DAYTRI05),SY,DAYTRI05,103,107,point_and_centered_area_symbols,"triangular day mark, point down, simplified",simplified point symbols,,2.5,3.95,5.03,6.07,CHMGD,,,,,Line weight 0.3 mm; point diameter 1.3 mm,DAYMAR,Q 101,
SY(DAYTRI21),SY,DAYTRI21,104,108,point_and_centered_area_symbols,"triangular day mark, point up, paper chart",paper chart point symbols,,2.48,6.63,5.0,7.27,CHMGD,,,,,Line weight 0.3 mm; circle diameter 1.3 mm,DAYMAR,Q 101,
SY(DAYTRI25),SY,DAYTRI25,105,109,point_and_centered_area_symbols,"triangular day mark, point down, paper chart",paper chart point symbols,,2.51,5.86,5.03,6.49,CHMGD,,,,,Line weight 0.3 mm; circle diameter 1.3 mm,DAYMAR,Q 101,
SY(DIRBOY01),SY,DIRBOY01,521,110,point_and_centered_area_symbols,direction of buoyage,area symbols with plain boundaries; area symbols with symbolized boundaries,,6.5,30.43,13.12,8.27,CHMGD,,,,,Arrow line weight 0.3 mm;; Circle line weight 0.6 mm; circle diameter 3.0 mm,M_NSYS,Q 130.1; Q 130.2,
SY(DIRBOYA1),SY,DIRBOYA1,106,111,point_and_centered_area_symbols,direction and colour of buoyage for approaching harbour in IALA region A (red to port),area symbols with plain boundaries; area symbols with symbolized boundaries,,6.5,30.43,13.12,8.27,CHMGD; CHRED; CHGRN,,,,,Arrow line weight 0.3 mm;; Circle line weight 0.6 mm; circle diameter 3.0 mm,M_NSYS,Q 130.1; Q 130.2,
SY(DIRBOYB1),SY,DIRBOYB1,107,112,point_and_centered_area_symbols,direction and colour of buoyage for approaching harbour in IALA region B (green to port),area symbols with plain boundaries; area symbols with symbolized boundaries,,6.5,30.43,13.12,8.27,CHMGD; CHGRN; CHRED,,,,,Arrow line weight 0.3 mm;; Circle line weight 0.6 mm; circle diameter 3.0 mm,M_NSYS,Q 130.1; Q 130.2,
SY(DISMAR03),SY,DISMAR03,108,113,point_and_centered_area_symbols,distance mark,paper chart point symbols; simplified point symbols,,4.9,2.62,8.65,4.0,CHMGD,,,,,Line weight 0.3 mm; circle diameter 1.68 mm,DISMAR,F 40,
SY(DISMAR04),SY,DISMAR04,109,114,point_and_centered_area_symbols,distance point with no mark,paper chart point symbols; simplified point symbols,,1.75,2.62,5.5,4.0,CHMGD,,,,,Line weight 0.3 mm,DISMAR,F 40,
SY(DNGHILIT),SY,DNGHILIT,110,115,point_and_centered_area_symbols,transparent danger highlight for mariner's use,paper chart point symbols; simplified point symbols,,5.0,5.0,10.0,10.0,DNGHL,,,,,Outline weight 0.9mm; area transparency 75%,IEC,,
SY(DOMES001),SY,DOMES001,111,116,point_and_centered_area_symbols,dome,paper chart point symbols; simplified point symbols,,2.49,3.8,5.03,4.21,LANDF,,,,,Line weight 0.3 mm; circle diameter 0.86 mm,LNDMRK,E 10.4; E 30.4,
SY(DOMES011),SY,DOMES011,112,117,point_and_centered_area_symbols,conspicuous dome,paper chart point symbols; simplified point symbols,,2.48,3.71,5.03,4.21,CHBLK,,,,,Line weight 0.6 mm; circle diameter 0.86 mm,LNDMRK,E 2; E 10.4; E 30.4,
SY(DRFSTA01),SY,DRFSTA01,587,118,point_and_centered_area_symbols,DGPS reference station,paper chart point symbols; simplified point symbols,,3.0,3.0,10.75,6.0,CHMGD,,,,,Line weight 0.3 mm; circle diameter 5.9 mm,RDOSTA,S 51; S 10,
SY(DSHAER01),SY,DSHAER01,113,119,point_and_centered_area_symbols,dish aerial,paper chart point symbols,,1.66,4.91,3.5,5.31,LANDF,,,,,Line weight 0.3 mm; circle diameter 0.8 mm,LNDMRK,E 31,
SY(DSHAER11),SY,DSHAER11,114,120,point_and_centered_area_symbols,conspicuous dish aerial,paper chart point symbols; simplified point symbols,,1.66,4.91,3.5,5.31,CHBLK,,,,,Line weight 0.6 mm; circle diameter 0.8 mm,LNDMRK,E 2,
SY(DWRTPT51),SY,DWRTPT51,115,121,point_and_centered_area_symbols,part of deep water route,area symbols with plain boundaries; area symbols with symbolized boundaries,,7.26,17.34,15.7,9.34,TRFCF,,,,,Line weight 0.3 mm,DWRTPT,M 27.1-2,
SY(DWRUTE51),SY,DWRUTE51,522,122,point_and_centered_area_symbols,reciprocal traffic directions in a two-way part of a deep-water route,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.06,7.5,6.19,14.99,TRFCD,,,,,Outline weight 0.3 mm; area transparency 75%,DWRTPT,M 27.1-2,
SY(EBBSTR01),SY,EBBSTR01,116,123,point_and_centered_area_symbols,"ebb stream, rate at spring tides",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,1.01,5.19,2.02,8.84,CHGRD,,,,,Line weight 0.3 mm,TS_FEB,H 40-41; H 41,
SY(EBLVRM11),SY,EBLVRM11,117,124,point_and_centered_area_symbols,point of origin for an offset EBL or VRM,N/A,CSP VRMEBL01,1.0,1.0,2.0,2.0,NINFO,,,,,N/A,,,
SY(ENTRES51),SY,ENTRES51,118,125,point_and_centered_area_symbols,area where entry is prohibited or restricted or to be avoided,N/A,"CSP RESARE04 Continuation A,; CSP RESCSP02 Continuation A",19.89,8.75,9.94,9.94,TRFCF,,,,,Line weight 0.9 mm;; Circle line weight 0.6 mm; circle diameter 9.94 mm,RESARE,M 29.2; N 2.2; N 2.1,
SY(ENTRES61),SY,ENTRES61,119,126,point_and_centered_area_symbols,"area where entry is prohibited or restricted or to be avoided, with other cautions",N/A,"CSP RESARE04 Continuation A,; CSP RESCSP02 Continuation A",19.89,8.75,11.71,10.19,TRFCF; CHMGD,,,,,Line weight 0.9 mm;; Circle line weight 0.6 mm; circle diameter 9.94 mm;; Exclamation mark line weight 0.3 mm,RESARE,L 3; N 34; M 29.1; N 31,
SY(ENTRES71),SY,ENTRES71,120,127,point_and_centered_area_symbols,"area where entry is prohibited or restricted or to be avoided, with other information",N/A,"CSP RESARE04 Continuation A,; CSP RESCSP02 Continuation A",22.3,8.75,12.35,9.94,TRFCF; CHMGD,,,,,Line weight 0.9 mm;; Circle line weight 0.6 mm; circle diameter 9.94 mm;; Line weight of “i” 0.3 mm,RESARE,N 2.2,
SY(ESSARE01),SY,ESSARE01,,128,point_and_centered_area_symbols,ESSA - centred symbol,area symbols with plain boundaries; area symbols with symbolized boundaries,,6.35,6.35,12.7,5.0,CHMGF,,,,,Line weight 0.6 mm,RESARE; CATREA,S57; E3.1; N22,reference_number_missing
SY(FAIRWY51),SY,FAIRWY51,123,129,point_and_centered_area_symbols,fairway with one-way traffic in direction indicated,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.0,7.5,6.0,13.5,CHGRD,,,,,Line weight 0.3 mm,FAIRWY,,
SY(FAIRWY52),SY,FAIRWY52,124,130,point_and_centered_area_symbols,fairway with two-way traffic,area symbols with plain boundaries; area symbols with symbolized boundaries,,3.02,7.51,6.01,13.51,CHGRD,,,,,Line weight 0.3 mm,FAIRWY,,
SY(FLASTK01),SY,FLASTK01,125,131,point_and_centered_area_symbols,flare stack,paper chart point symbols; simplified point symbols,,1.5,5.57,3.0,6.07,LANDF,,,,,Line weight 0.3mm; circle diameter 1.0 mm,LNDMRK; PRDARE,E 23; L 11; G 87,
SY(FLASTK11),SY,FLASTK11,126,132,point_and_centered_area_symbols,conspicuous flare stack,paper chart point symbols; simplified point symbols,,1.5,5.57,3.0,6.07,CHBLK,,,,,Line weight 0.6 mm; circle diameter 1.0 mm,LNDMRK; PRDARE,E 2; L 11; E 23; G 87,
SY(FLDSTR01),SY,FLDSTR01,127,133,point_and_centered_area_symbols,"flood stream, rate at spring tides",paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,1.01,4.48,2.02,9.15,CHGRD,,,,,Line weight 0.3 mm,TS_FEB,H 40,
SY(FLGSTF01),SY,FLGSTF01,128,134,point_and_centered_area_symbols,"flagstaff, flagpole",paper chart point symbols; simplified point symbols,,1.5,4.5,3.0,5.0,LANDF,,,,,Line weight 0.6 mm; circle diameter 1.0 mm,LNDMRK,E 27,
SY(FLTHAZ02),SY,FLTHAZ02,524,135,point_and_centered_area_symbols,Floating hazard to navigation,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,3.24,3.2,6.48,6.48,CHMGD,,,,,Line weight 0.3 mm; circle diameter 6.48 mm,LOGPON; OBSTRN,N 61; G 178,
SY(FOGSIG01),SY,FOGSIG01,129,136,point_and_centered_area_symbols,fog signal,paper chart point symbols; simplified point symbols,,6.5,-0.1,3.6,4.4,CHMGF,,,,,Line weight 0.6 mm,FOGSIG,R 1; R 22,
SY(FORSTC01),SY,FORSTC01,130,137,point_and_centered_area_symbols,fortified structure,paper chart point symbols; simplified point symbols,,2.0,2.0,4.0,4.0,LANDF,,,,,Line weight 0.3 mm,FORSTC,E 34.1-3; E 34.1,
SY(FORSTC11),SY,FORSTC11,131,138,point_and_centered_area_symbols,conspicuous fortified structure,paper chart point symbols; simplified point symbols,,2.0,2.0,4.0,4.0,CHBLK,,,,,Line weight 0.6 mm,FORSTC,E 2; E 34.1,
SY(FOULGND1),SY,FOULGND1,132,139,point_and_centered_area_symbols,foul area of seabed safe for navigation but not for anchoring,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,2.01,1.54,3.9,3.0,CHGRD,,,,,Line weight 0.3 mm,OBSTRN; WRECKS,K 31; L 22,
SY(FRYARE51),SY,FRYARE51,133,140,point_and_centered_area_symbols,ferry area,area symbols with plain boundaries; area symbols with symbolized boundaries,,11.18,1.35,25.6,2.98,CHMGF,,,,,Line weight 0.3 mm,FERYRT,M 50,
SY(FRYARE52),SY,FRYARE52,134,141,point_and_centered_area_symbols,cable ferry area,area symbols with plain boundaries; area symbols with symbolized boundaries,,11.18,1.35,25.6,2.98,CHBLK,,,,,Line weight 0.3 mm,FERYRT,M 50; M 51,
SY(FSHFAC02),SY,FSHFAC02,135,142,point_and_centered_area_symbols,"fish trap, fish weir, tunny net",paper chart point symbols; simplified point symbols; area symbols with symbolized boundaries,,2.8,2.15,5.11,4.38,CHGRD,,,,,Line weight 0.3 mm,FSHFAC,K 44.2; K 45,
SY(FSHFAC03),SY,FSHFAC03,136,143,point_and_centered_area_symbols,fish stakes,paper chart point symbols; simplified point symbols; area symbols with symbolized boundaries,,3.02,0.81,6.04,1.51,CHGRD,,,,,Line weight 0.3 mm,FSHFAC,K 44.1,
SY(FSHGRD01),SY,FSHGRD01,137,144,point_and_centered_area_symbols,fishing ground,area symbols with plain boundaries; area symbols with symbolized boundaries,,6.75,2.44,11.04,4.49,CHGRD,,,,,Line weight 0.6 mm,FSHGRD,,
SY(FSHHAV01),SY,FSHHAV01,138,145,point_and_centered_area_symbols,fish haven,paper chart point symbols; simplified point symbols,,6.25,3.1,9.84,6.16,CHGRD,,,,,Line weight 0.6 mm; Dot diameter 0.6 mm; 28 dots around the ellipse,FSHFAC; OBSTRN,K 46.1,
SY(FSHRES51),SY,FSHRES51,139,146,point_and_centered_area_symbols,area where fishing or trawling is prohibited or restricted,N/A,"CSP RESARE04 Continuation C,; CSP RESCSP02 Continuation C",-10.48,10.15,10.21,6.02,CHMGF,,,,,Fish line weight 0.6 mm; bar line weight 0.9 mm,RESARE,N 21,
SY(FSHRES61),SY,FSHRES61,140,147,point_and_centered_area_symbols,"area where fishing or trawling is prohibited or restricted, with other cautions",N/A,"CSP RESARE04 Continuation C,; CSP RESCSP02 Continuation C",-10.48,10.15,11.53,6.07,CHMGF; CHMGD,,,,,Fish line weight 0.6 mm; bar line weight 0.9 mm;; Exclamation mark line weight 0.3 mm;; Other symbol dimensions like SY(FSHRES51),RESARE,N 2.1,
SY(FSHRES71),SY,FSHRES71,141,148,point_and_centered_area_symbols,"area where fishing or trawling is prohibited or restricted, with other information",N/A,"CSP RESARE04 Continuation C,; CSP RESCSP02 Continuation C",-7.82,10.15,12.87,6.02,CHMGF; CHMGD,,,,,Fish line weight 0.6 mm; bar line weight 0.9 mm;; Line weight of i” 0.3 mm;; Other symbol dimensions like SY(FSHRES51),RESARE,N 2.1,
SY(GATCON03),SY,GATCON03,142,149,point_and_centered_area_symbols,navigable lock gate,line symbols; paper chart point symbols; simplified point symbols,,3.5,3.5,7.0,7.0,TRFCD,,,,,Line weight 0.3 mm; Circle diameter 7.0 mm,GATCON,F 41.1,
SY(GATCON04),SY,GATCON04,143,150,point_and_centered_area_symbols,non-navigable lock gate,line symbols; paper chart point symbols; simplified point symbols,,3.5,3.5,7.0,7.0,TRFCD,,,,,Line weight 0.3 mm,GATCON,F 42,
SY(HILTOP01),SY,HILTOP01,144,151,point_and_centered_area_symbols,hill or mountain top,paper chart point symbols; simplified point symbols,,5.08,4.39,10.07,8.36,LANDF,,,,,Line weight 0.3 mm; 9 triangles around the ellipse,SLOGRD; SLOTOP,C 4; D 14; E 35.1; G 27; C 3; G 22,
SY(HILTOP11),SY,HILTOP11,145,152,point_and_centered_area_symbols,conspicuous hill or mountain top,paper chart point symbols; simplified point symbols,,5.08,4.39,10.07,8.36,CHBLK,,,,,Line weight 0.6 mm; 9 triangles around the ellipse,SLOGRD; SLOTOP,C 4; D 14; E 35.1; G 27; C 3; G 22,
SY(HRBFAC09),SY,HRBFAC09,146,153,point_and_centered_area_symbols,fishing harbour,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,2.97,2.91,5.84,5.84,CHMGD,,,,,Line weight 0.3 mm; diameter of the half circles 5.84 mm,HRBFAC,F 10,
SY(HULKES01),SY,HULKES01,147,154,point_and_centered_area_symbols,hulk,paper chart point symbols; simplified point symbols,,2.54,1.41,4.88,2.66,CSTLN; CHBRN,,,,,Outline weight 0.6 mm,HULKES,F 34,
SY(INFARE51),SY,INFARE51,148,155,point_and_centered_area_symbols,area with minor restrictions or information notices,area symbols with plain boundaries; area symbols with symbolized boundaries,"CSP RESARE04,; CSP RESARE04 Continuation E,; CSP RESCSP02",-13.96,2.55,8.04,8.05,CHMGF,,,,,Line weight 0.6 mm,CTSARE; DMPGRD; ICNARE; PIPARE; RESARE,N 64; N 23; N 24; N 65; L 40.2; N 22; N 26,
SY(INDHLT01),SY,INDHLT01,594,156,point_and_centered_area_symbols,indication highlight for mariner's use,paper chart point symbols; simplified point symbols,,15.0,15.0,11.74,11.74,BKAJ1; CHYLW,,,,,Line weight 0.6 mm (CHYLW); with 0.3 mm outline (BKAJ1); See PresLib section 10.5.9 and 10.5.10,,,
SY(INFORM01),SY,INFORM01,149,157,point_and_centered_area_symbols,this object has additional information available by cursor query,N/A,,1.83,14.05,16.01,15.98,CHMGD,,,,,Line weight 0.6 mm; circle diameter 2.16 mm; See PresLib section 8.6.1.1,,,
SY(CHDATD01),SY,CHDATD01,591,158,point_and_centered_area_symbols,"This object is a date dependent by attribute DATSTA, DATEND, PERSTA and/or PEREND",N/A,,15.48,1.42,16.9,16.61,CHMGD,,,,,Line weight 0.6 mm; circle diameter 2.2 mm; See PresLib section 10.4.1,,,
SY(ISODGR01),SY,ISODGR01,150,159,point_and_centered_area_symbols,isolated danger of depth less than the safety contour,N/A,CSP UDWHAZ05,3.5,3.5,7.0,7.0,ISDNG,,,,,IMO PS App.2 1.3,OBSTRN; UWTROC; WRECKS,I 2; K 1; L 20; K 11; O 27; K 26-31; K 26,
SY(ITZARE51),SY,ITZARE51,151,160,point_and_centered_area_symbols,area of inshore traffic,area symbols with plain boundaries; area symbols with symbolized boundaries,,4.96,4.0,11.49,9.01,CHMGF,,,,,Line weight 0.6 mm,ISTZNE,M 14,
SY(LIGHTS11),SY,LIGHTS11,152,161,point_and_centered_area_symbols,"light flare, red",N/A,CSP LIGHTS06 Continuation A; CSP LIGHTS06 Continuation B,1.2,7.05,2.32,7.05,LITRD; OUTLW,,,,,Outline weight 0.3 mm; arc diameter 2.32 mm; Transparency 50%,LIGHTS,G 117; P 46; P 1-6; Q 41; R 20,
SY(LIGHTS12),SY,LIGHTS12,153,162,point_and_centered_area_symbols,"light flare, green",N/A,CSP LIGHTS06 Continuation A; CSP LIGHTS06 Continuation B,1.2,7.05,2.32,7.05,LITGN; OUTLW,,,,,Outline weight 0.3 mm; arc diameter 2.32 mm; Transparency 50%,LIGHTS,G 117; P 21; P 1-11; Q 41; R 20,
SY(LIGHTS13),SY,LIGHTS13,154,163,point_and_centered_area_symbols,"light flare, white or yellow",N/A,CSP LIGHTS06 Continuation A; CSP LIGHTS06 Continuation B,1.2,7.05,2.32,7.05,LITYW; OUTLW,,,,,Outline weight 0.3 mm; arc diameter 2.32 mm; Transparency 50%,LIGHTS,G 117; Q 41; P 1-11; R 20,
SY(LIGHTS81),SY,LIGHTS81,155,164,point_and_centered_area_symbols,strip light,N/A,CSP LIGHTS06,1.92,1.21,3.74,2.51,CHMGD,,,,,Line weight 0.3 mm,LIGHTS,P 64,
SY(LIGHTS82),SY,LIGHTS82,156,165,point_and_centered_area_symbols,floodlight,N/A,CSP LIGHTS06,1.16,1.86,5.84,3.02,CHMGD,,,,,Line weight 0.3 mm; circle diameter 2.32 mm,LIGHTS,G 70; P 63,
SY(LITDEF11),SY,LITDEF11,157,166,point_and_centered_area_symbols,light flare,N/A,CSP LIGHTS06 Continuation A; CSP LIGHTS06 Continuation B,1.2,7.05,2.32,7.05,CHMGD; OUTLW,,,,,Outline weight 0.3 mm; arc diameter 2.32 mm; Transparency 50%,LIGHTS,G 117; P 2; P 1-10; Q 41; R 20,
SY(LITFLT01),SY,LITFLT01,158,167,point_and_centered_area_symbols,"light float, paper-chart",paper chart point symbols,,4.5,2.5,9.0,3.22,CHBLK,,,,,Line weight 0.6 mm,LITFLT,Q 30-31; Q 30; Q 31,
SY(LITFLT02),SY,LITFLT02,159,168,point_and_centered_area_symbols,"light float, simplified",simplified point symbols,,3.07,1.12,6.13,2.24,CHBLK,,,,,Line weight 0.3 mm,LITFLT,Q 30-31; Q 30; Q 31,
SY(LITVES01),SY,LITVES01,160,169,point_and_centered_area_symbols,"light vessel, paper-chart",paper chart point symbols,,4.5,6.0,9.0,6.7,CHBLK,,,,,Line weight 0.6 mm; circle diameter 1.4 mm,LITVES,P6,
SY(LITVES02),SY,LITVES02,161,170,point_and_centered_area_symbols,"light vessel, simplified",simplified point symbols,,3.72,1.82,7.45,3.64,CHBLK,,,,,Line weight 0.3 mm,LITVES,P6,
SY(LNDARE01),SY,LNDARE01,162,171,point_and_centered_area_symbols,land as a point at small scale,paper chart point symbols; simplified point symbols,,1.03,1.03,2.06,2.06,LANDA; CSTLN,,,,,Circle outline weight 0.6 mm; circle diameter 2.06 mm,LNDARE,K 10,
SY(LOCMAG01),SY,LOCMAG01,163,172,point_and_centered_area_symbols,cursor pick site for a magnetic anomaly at a point or along a line,line symbols; paper chart point symbols; simplified point symbols,,1.14,4.69,1.81,9.33,CHMGD,,,,,Line weight 0.3 mm,LOCMAG,B 82.1-2; B 82.1,
SY(LOCMAG51),SY,LOCMAG51,164,173,point_and_centered_area_symbols,cursor pick site for a magnetic anomaly over an area,line symbols; area symbols with plain boundaries; area symbols with symbolized boundaries,,2.7,-21.46,3.74,18.59,CHMGF,,,,,Line weight 0.6 mm,LOCMAG,B 82.1-2; B 82.2,
SY(LOWACC01),SY,LOWACC01,165,174,point_and_centered_area_symbols,point feature or area of low accuracy,N/A,"CSP QUAPNT02,; CSP LOWACC01",12.3,13.3,11.29,12.35,CHBLK,,,,,Line weight 0.3 mm,COALNE; DEPCNT; OBSTRN; SOUNDG,B 7; I 3.1; C 2; I 31; K 43.2; I 4,
SY(MAGVAR01),SY,MAGVAR01,166,175,point_and_centered_area_symbols,cursor pick site for magnetic variation at a point,paper chart point symbols; simplified point symbols,,1.08,4.47,1.81,9.15,CHMGD,,,,,Line weight 0.3 mm,MAGVAR,B 60,
SY(MAGVAR51),SY,MAGVAR51,167,176,point_and_centered_area_symbols,cursor pick site for magnetic variation along a line or over an area,line symbols; area symbols with plain boundaries; area symbols with symbolized boundaries,,2.53,36.74,3.66,18.54,CHMGF,,,,,Line weight 0.6 mm,MAGVAR,B 60,
SY(MARCUL02),SY,MARCUL02,168,177,point_and_centered_area_symbols,fish farm,paper chart point symbols; simplified point symbols,,3.53,2.02,7.05,4.03,CHGRD,,,,,Line weight 0.3 mm,MARCUL,K 47; K 48.1,
SY(MONUMT02),SY,MONUMT02,169,178,point_and_centered_area_symbols,monument,paper chart point symbols,,1.97,3.55,4.0,4.06,LANDF,,,,,Line weight 0.3 mm; cross bar line weight 0.6 mm; Circle line weight 0.3mm; circle diameter 1.0 mm,LNDMRK,E 24; G 66,
SY(MONUMT12),SY,MONUMT12,170,179,point_and_centered_area_symbols,conspicuous monument,paper chart point symbols; simplified point symbols,,1.97,3.55,4.0,4.06,CHBLK,,,,,Line weight 0.6mm; cross bar line weight 0.6 mm; Circle line weight 0.3mm; circle diameter 1.0 mm,LNDMRK,E 2; G 66; E 24,
SY(MORFAC03),SY,MORFAC03,171,180,point_and_centered_area_symbols,mooring dolphin,paper chart point symbols; simplified point symbols,,1.44,1.29,2.53,2.53,LANDA; CHBLK,,,,,Outline weight 0.6 mm,MORFAC; SLCONS,F 20; G 171,
SY(MORFAC04),SY,MORFAC04,172,181,point_and_centered_area_symbols,deviation mooring dolphin,paper chart point symbols; simplified point symbols,,1.8,5.03,3.5,5.03,CHBLK,,,,,Line weight 0.3 mm,MORFAC,F 21,
SY(MSTCON04),SY,MSTCON04,173,182,point_and_centered_area_symbols,mast,paper chart point symbols; simplified point symbols,,1.5,6.0,3.0,6.5,LANDF,,,,,Line weight 0.3mm; circle diameter 1.0 mm,LNDMRK,E 28; G 67; P 61.1,
SY(MSTCON14),SY,MSTCON14,174,183,point_and_centered_area_symbols,conspicuous mast,paper chart point symbols; simplified point symbols,,1.5,6.0,3.0,6.5,CHBLK,,,,,Line weight 0.6 mm; circle diameter 1.0 mm,LNDMRK,E 28; E 30.1; G 67; P 61.1,
SY(NEWOBJ01),SY,NEWOBJ01,585,184,point_and_centered_area_symbols,new object,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,3.0,3.0,6.0,6.0,CHMGD,,,,,Line weight 0.3 mm,NEWOBJ,S57; E3.1,
SY(NORTHAR1),SY,NORTHAR1,175,185,point_and_centered_area_symbols,north arrow,N/A,,1.93,8.25,3.55,15.0,SCLBR,,,,,Line weight 0.6 mm; See PresLib section 8.5.4,,,
SY(NOTBRD11),SY,NOTBRD11,176,186,point_and_centered_area_symbols,conspicuous notice board,paper chart point symbols; simplified point symbols,,1.5,4.0,3.0,4.0,CHBLK,,,,,Line weight 0.6mm,BCNSPP,Q 126,
SY(OBSTRN01),SY,OBSTRN01,177,187,point_and_centered_area_symbols,,N/A,CSP OBSTRN07 Continuation A,2.05,2.05,4.1,4.1,,,,,,Circle line diameter 4.1 mm;; Dot diameter 0.3 mm; 16 dots around the circle,OBSTRN,I 2; K 1,missing_symbol_explanation; missing_symbol_colours
SY(OBSTRN02),SY,OBSTRN02,178,188,point_and_centered_area_symbols,obstruction in the intertidal area,N/A,Earlier version of CSP OBSTRN,2.0,2.0,4.0,4.0,CHBLK,,,,,Circle line diameter 4.0 mm;; Dot diameter 0.3 mm; 16 dots around the circle,,,
SY(OBSTRN03),SY,OBSTRN03,526,189,point_and_centered_area_symbols,obstruction which covers and uncovers,N/A,CSP OBSTRN07 Continuation A,2.05,2.05,4.1,4.1,DEPIT; CHBLK,,,,,Circle line diameter 4.1 mm;; Dot diameter 0.3 mm; 16 dots around the circle,OBSTRN,K1,
SY(OBSTRN11),SY,OBSTRN11,179,190,point_and_centered_area_symbols,obstruction in the water which is always above water level,N/A,CSP OBSTRN07 Continuation A,1.0,1.01,2.0,2.0,CSTLN; LANDA,,,,,Line weight 0.6 mm,OBSTRN,G 179; L 23,
SY(OFSPLF01),SY,OFSPLF01,180,191,point_and_centered_area_symbols,offshore platform,paper chart point symbols; simplified point symbols,,2.0,2.0,4.0,4.0,CHBLK,,,,,Line weight 0.6 mm; point diameter 1.0 mm,OFSPLF,L 2,
SY(PILBOP02),SY,PILBOP02,187,192,point_and_centered_area_symbols,pilot boarding place,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,2.59,2.69,5.24,5.32,CHMGD,,,,,Line weight 0.3 mm; circle diameter 5.24 mm,PILBOP,T 1.1-1; T 1.1,
SY(PILPNT02),SY,PILPNT02,188,193,point_and_centered_area_symbols,pile or bollard,paper chart point symbols; simplified point symbols,,1.0,1.0,2.0,2.0,CHBLK,,,,,Point diameter 2.0 mm,MORFAC; PILPNT,G 181; F 22; G 179,
SY(POSGEN01),SY,POSGEN01,193,194,point_and_centered_area_symbols,position of a point feature,paper chart point symbols; simplified point symbols,,2.0,2.0,4.0,4.0,LANDF,,,,,Circle line weight 0.3mm; circle diameter 4.0 mm; Point diameter 1.6 mm,LNDMRK; RADSTA,E 10.3; M 30; S 1,
SY(POSGEN03),SY,POSGEN03,194,195,point_and_centered_area_symbols,position of a conspicuous point feature,paper chart point symbols; simplified point symbols,,2.0,2.0,4.0,4.0,CHBLK,,,,,Circle line weight 0.6 mm; circle diameter 4.0 mm; Point diameter 1.6 mm,BUISGL; LNDMRK; PYLONS,E 2; D 26,
SY(POSGEN04),SY,POSGEN04,195,196,point_and_centered_area_symbols,position of an elevation or control point,paper chart point symbols; area symbols with plain boundaries; simplified point symbols; area symbols with symbolized boundaries,,1.0,1.0,2.0,2.0,CHBLK,,,,,Circle line weight 0.6 mm,CHKPNT; CTRPNT; LNDELV; LNDRGN,B 20-24; B 21; C 10-13; C 11; G 24; K 10; C 33; G 3-12,
